"주차장관리번호",주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
417-2-000002,삼계공영주차장,공영,노외,경상남도 창원시 마산회원구 내서읍 삼계6길 26,경상남도 창원시 마산회원구 내서읍 삼계리 26-1,96,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10,200,6,60000,85000,현금+신용카드,"경차, 장애인차량 50프로 할인",경상남도 창원시청,055-230-4453,35.23336800,128.50336700,2018-06-30
417-2-000010,삼계2공영주차장,공영,노외,경상남도 창원시 마산회원구 내서읍 삼계리 32-4,경상남도 창원시 마산회원구 내서읍 삼계리 32-4,33,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4453,35.23077100,128.50423600,2018-06-30
417-2-000009,삼계1공영주차장,공영,노외,경상남도 창원시 마산회원구 삼계리 33-6,경상남도 창원시 마산회원구 내서읍 삼계리 33-6,33,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4453,35.23073000,128.50384100,2018-06-30
417-2-000015,신감마을공영주차장,공영,노외,경상남도 창원시 마산회원구 내서읍 신감리 1207-10,경상남도 창원시 마산회원구 내서읍 신감리 1207-10,84,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4453,35.20525500,128.51084300,2018-06-30
417-2-000013,신목마을공영주차장,공영,노외,경상남도 창원시 마산회원구 내서읍 신감리 454,경상남도 창원시 마산회원구 내서읍 신감리 454,34,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4453,35.19194100,128.49423300,2018-06-30
417-2-000014,안성마을공영주차장,공영,노외,경상남도 창원시 마산회원구 내서읍 안성리 472-4,경상남도 창원시 마산회원구 내서읍 안성리 472-4,35,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4453,35.26474800,128.55070200,2018-06-30
417-2-000007,중리1공영주차장,공영,노외,경상남도 창원시 마산회원구 내서읍 중리 1041-1,경상남도 창원시 마산회원구 내서읍 중리 1041-1,18,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4453,35.24976900,128.50978000,2018-06-30
417-2-000008,중리2공영주차장,공영,노외,경상남도 창원시 마산회원구 내서읍 중리 1049-2,경상남도 창원시 마산회원구 내서읍 중리 1049-2,41,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4453,35.24728900,128.50808600,2018-06-30
417-2-000011,봉암공단공영주차장,공영,노외,경상남도 창원시 마산회원구 봉암동 659,경상남도 창원시 마산회원구 봉암동 659,522,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4453,35.21628300,128.59558200,2018-06-30
417-2-000006,마산역번개시장공영주차장,공영,노외,경상남도 창원시 마산회원구 석전동16길 13,경상남도 창원시 마산회원구 석전동 227-2,44,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10,200,6,60000,85000,현금+신용카드,"경차, 장애인차량 50프로 할인",경상남도 창원시청,055-230-4453,35.23650800,128.57859400,2018-06-30
417-2-000005,합성동상가공영주차장,공영,노외,경상남도 창원시 마산회원구 합성남로 22,경상남도 창원시 마산회원구 양덕동 89-4,33,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10,200,6,60000,85000,현금+신용카드,"경차, 장애인차량 50프로 할인",경상남도 창원시청,055-230-4453,35.23743000,128.58483300,2018-06-30
417-2-000004,합성2동공영주차장,공영,노외,경상남도 창원시 마산회원구 합성남2길 60,경상남도 창원시 마산회원구 합성동 205-2,22,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10,200,6,60000,85000,현금+신용카드,"경차, 장애인차량 50프로 할인",경상남도 창원시청,055-230-4453,35.23922600,128.58719000,2018-06-30
417-2-000012,현대프라자 앞 공영주차장,공영,노외,경상남도 창원시 마산회원구 호계리 804,경상남도 창원시 마산회원구 호계리 804,94,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4453,35.25649400,128.52181400,2018-06-30
417-2-000001,회성동공영주차장,공영,노외,경상남도 창원시 마산회원구 회성남3길 6 일원,경상남도 창원시 마산회원구 회성동 421 일원,67,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10,200,6,60000,85000,현금+신용카드,"경차, 장애인차량 50프로 할인",경상남도 창원시청,055-230-4453,35.23424700,128.55740100,2018-06-30
417-2-000003,회원공영주차장,공영,노외,경상남도 창원시 마산회원구 회원동16길 54,경상남도 창원시 마산회원구 회원동 30-60,34,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10,200,6,60000,85000,현금+신용카드,"경차, 장애인차량 50프로 할인",경상남도 창원시청,055-230-4453,35.22029200,128.57098900,2018-06-30
417-2-000010,삼계2공영주차장,공영,노외,경상남도 창원시 마산회원구 내서읍 삼계리 32-4,경상남도 창원시 마산회원구 내서읍 삼계리 32-4,33,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4455,35.23077100,128.50423600,2018-06-30
417-2-000005,합성동상가공영주차장,공영,노외,경상남도 창원시 마산회원구 합성남로 22,경상남도 창원시 마산회원구 양덕동 89-4,33,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10,200,6,6000,85000,현금+신용카드,"경차, 장애인차량 50프로 할인",경상남도 창원시청,055-230-4455,35.23743000,128.58483300,2018-06-30
417-2-000004,합성2동공영주차장,공영,노외,경상남도 창원시 마산회원구 합성남2길 60,경상남도 창원시 마산회원구 합성동 205-2,22,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10,200,6,6000,85000,현금+신용카드,"경차, 장애인차량 50프로 할인",경상남도 창원시청,055-230-4455,35.23922600,128.58719000,2018-06-30
417-2-000003,회원공영주차장,공영,노외,경상남도 창원시 마산회원구 회원동16길 54,경상남도 창원시 마산회원구 회원동 30-60,34,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10,200,6,6000,85000,현금+신용카드,"경차, 장애인차량 50프로 할인",경상남도 창원시청,055-230-4455,35.22029200,128.57098900,2018-06-30
417-2-000002,삼계공영주차장,공영,노외,경상남도 창원시 마산회원구 내서읍 삼계6길 26,경상남도 창원시 마산회원구 내서읍 삼계리 26-1,96,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10,200,6,6000,85000,현금+신용카드,"경차, 장애인차량 50프로 할인",경상남도 창원시청,055-230-4455,35.23336800,128.50336700,2018-06-30
417-2-000001,회성동공영주차장,공영,노외,경상남도 창원시 마산회원구 회성남3길 6 일원,경상남도 창원시 마산회원구 회성동 421 일원,67,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10,200,6,6000,85000,현금+신용카드,"경차, 장애인차량 50프로 할인",경상남도 창원시청,055-230-4455,35.23424700,128.55740100,2018-06-30
417-2-000009,삼계1공영주차장,공영,노외,경상남도 창원시 마산회원구 삼계리 33-6,경상남도 창원시 마산회원구 내서읍 삼계리 33-6,33,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4455,35.23073000,128.50384100,2018-06-30
417-2-000008,중리2공영주차장,공영,노외,경상남도 창원시 마산회원구 내서읍 중리 1049-2,경상남도 창원시 마산회원구 내서읍 중리 1049-2,41,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4455,35.24728900,128.50808600,2018-06-30
417-2-000007,중리1공영주차장,공영,노외,경상남도 창원시 마산회원구 내서읍 중리 1041-1,경상남도 창원시 마산회원구 내서읍 중리 1041-1,18,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4455,35.24976900,128.50978000,2018-06-30
417-2-000006,마산역번개시장공영주차장,공영,노외,경상남도 창원시 마산회원구 석전동16길 13,경상남도 창원시 마산회원구 석전동 227-2,44,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10,200,6,6000,85000,현금+신용카드,"경차, 장애인차량 50프로 할인",경상남도 창원시청,055-230-4455,35.23650800,128.57859400,2018-06-30
417-2-000015,신감마을공영주차장,공영,노외,경상남도 창원시 마산회원구 내서읍 신감리 1207-10,경상남도 창원시 마산회원구 내서읍 신감리 1207-10,84,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4455,35.20525500,128.51084300,2018-06-30
417-2-000014,안성마을공영주차장,공영,노외,경상남도 창원시 마산회원구 내서읍 안성리 472-4,경상남도 창원시 마산회원구 내서읍 안성리 472-4,35,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4455,35.26474800,128.55070200,2018-06-30
417-2-000013,신목마을공영주차장,공영,노외,경상남도 창원시 마산회원구 내서읍 신감리 454,경상남도 창원시 마산회원구 내서읍 신감리 454,34,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4455,35.19194100,128.49423300,2018-06-30
417-2-000012,현대프라자 앞 공영주차장,공영,노외,경상남도 창원시 마산회원구 호계리 804,경상남도 창원시 마산회원구 호계리 804,94,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4455,35.25649400,128.52181400,2018-06-30
417-2-000011,봉암공단공영주차장,공영,노외,경상남도 창원시 마산회원구 봉암동 659,경상남도 창원시 마산회원구 봉암동 659,522,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-230-4455,35.21628300,128.59558200,2018-06-30
415-2-000116,남양동 40-4 임시 공영주차장,공영,노외,경상남도 창원시 성산구 남양동 40-4,경상남도 창원시 성산구 남양동 40-4,25,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.20410300,128.70444400,2018-06-30
415-2-000115,남양동 31-6 공영주차장,공영,노외,경상남도 창원시 성산구 남양동 31-6,경상남도 창원시 성산구 남양동 31-6,34,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.20750300,128.70408900,2018-06-30
415-2-000114,대방동 394-2  공영주차장,공영,노외,경상남도 창원시 성산구 대방동 394-2,경상남도 창원시 성산구 대방동 394-2,42,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21449400,128.70993400,2018-06-30
415-2-000113,가음정동주민센터앞공영주차장,공영,노외,경상남도 창원시 성산구 남양동 502-5,경상남도 창원시 성산구 남양동 502-5,148,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21209800,128.69962600,2018-06-30
415-2-000112,가음동 41-9 공영주차장,공영,노외,경상남도 창원시 성산구 가음동 41-9,경상남도 창원시 성산구 가음동 41-9,43,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.20482800,128.70032400,2018-06-30
415-2-000111,가음동 37-5 공영주차장,공영,노외,경상남도 창원시 성산구 가음동 37-5,경상남도 창원시 성산구 가음동 37-5,45,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.20547900,128.70271600,2018-06-30
415-2-000110,가음동 체육공원 공영주차장,공영,노외,경상남도 창원시 성산구 가음동 31,경상남도 창원시 성산구 가음동 31,76,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.20744100,128.69004100,2018-06-30
415-2-000109,장미공원 공영주차장,공영,노외,경상남도 창원시 성산구 가음동 31,경상남도 창원시 성산구 가음동 31,94,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.20744100,128.69004100,2018-06-30
415-2-000108,기업사랑공원 공영주차장,공영,노외,경상남도 창원시 성산구 가음동 30,경상남도 창원시 성산구 가음동 30,16,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.20587500,128.69342200,2018-06-30
415-2-000107,남산녹지공원 공영주차장,공영,노외,경상남도 창원시 성산구 가음동 29,경상남도 창원시 성산구 가음동 29,103,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.20439800,128.69555800,2018-06-30
415-2-000106,가음동 24-2 임시 공영주차장,공영,노외,경상남도 창원시 성산구 가음동 24-2,경상남도 창원시 성산구 가음동 24-2,60,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.20652900,128.69687500,2018-06-30
415-2-000105,가음동 22-6 임시 공영주차장,공영,노외,경상남도 창원시 성산구 가음동 22-6,경상남도 창원시 성산구 가음동 22-6,52,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.20806200,128.69588300,2018-06-30
415-2-000104,가음동 18 임시 공영주차장,공영,노외,경상남도 창원시 성산구 가음동 18,경상남도 창원시 성산구 가음동 18,112,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.20604700,128.69943200,2018-06-30
415-2-000103,가음동 20-6 임시 공영주차장,공영,노외,경상남도 창원시 성산구 가음동 20-6,경상남도 창원시 성산구 가음동 20-6,136,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.20677000,128.69900500,2018-06-30
415-2-000102,가음동 20-2 임시 공영주차장,공영,노외,경상남도 창원시 성산구 가음동 20-2,경상남도 창원시 성산구 가음동 20-2,62,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.20733100,128.69925900,2018-06-30
415-2-000101,가음동 19-1 임시 공영주차장,공영,노외,경상남도 창원시 성산구 가음동 19-1,경상남도 창원시 성산구 가음동 19-1,41,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.20482500,128.69837300,2018-06-30
415-2-000176,성주동 111-1 임시주차장,공영,노외,경상남도 창원시 성산구 성주동 111-1,경상남도 창원시 성산구 성주동 111-1,28,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,32.57390000,126.87030000,2018-06-30
415-2-000175,천선일반산단 공영주차장(2),공영,노외,경상남도 창원시 성산구 천선동 89-4,경상남도 창원시 성산구 성주동 89-4,34,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.18430000,128.70650000,2018-06-30
415-2-000174,천선일반산단 공영주차장(1),공영,노외,경상남도 창원시 성산구 천선동 83-2,경상남도 창원시 성산구 성주동 83-2,34,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,32.57390000,126.87030000,2018-06-30
415-2-000160,용호마을 공영주차장,공영,노외,경상남도 창원시 성산구 귀곡동 754-4,경상남도 창원시 성산구 귀곡동 754-4,44,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.17880700,128.62065900,2018-06-30
415-2-000159,웅남주민쉼터 공영주차장,공영,노외,경상남도 창원시 성산구 양곡동 산47-11,경상남도 창원시 성산구 양곡동 산47-11,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.19785300,128.63323600,2018-06-30
415-2-000090,사파동 90-1 임시 공영주차장,공영,노외,경상남도 창원시 성산구 사파동 90-1,경상남도 창원시 성산구 사파동 90-1,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.22107800,128.70296000,2018-06-30
415-2-000089,창원지방법원옆 공영주차장,공영,노외,경상남도 창원시 성산구 사파동 64-2,경상남도 창원시 성산구 사파동 64-2,152,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.22393600,128.70270900,2018-06-30
415-2-000088,토월초등학교뒤 임시 공영주차장,공영,노외,경상남도 창원시 성산구 사파동 46-3,경상남도 창원시 성산구 사파동 46-3,65,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.22824200,128.70089400,2018-06-30
415-2-000087,사파동 39-18  임시 공영주차장,공영,노외,경상남도 창원시 성산구 사파동 39-18,경상남도 창원시 성산구 사파동 39-18,23,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.22976000,128.70363900,2018-06-30
415-2-000086,사파동 30-22  임시 공영주차장,공영,노외,경상남도 창원시 성산구 사파동 30-22,경상남도 창원시 성산구 사파동 30-22,14,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.22982200,128.69954400,2018-06-30
415-2-000085,사파동 8  임시 공영주차장,공영,노외,경상남도 창원시 성산구 사파동 8,경상남도 창원시 성산구 사파동 8,22,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.22609900,128.69978800,2018-06-30
415-2-000084,창원지방검찰청옆 공영주차장,공영,노외,경상남도 창원시 성산구 사파동 6,경상남도 창원시 성산구 사파동 6,49,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.22630100,128.70040300,2018-06-30
415-2-000083,가음정천복개(대방동) 공영주차장,공영,노외,경상남도 창원시 성산구 대방동 394-2,경상남도 창원시 성산구 대방동 394-2,18,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21449400,128.70993400,2018-06-30
415-2-000082,남양치안센터옆 공영주차장,공영,노외,경상남도 창원시 성산구 대방동 344-1,경상남도 창원시 성산구 대방동 344-1,39,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21534000,128.70916400,2018-06-30
415-2-000081,대방동우체국옆 공영주차장,공영,노외,경상남도 창원시 성산구 대방동 338-2,경상남도 창원시 성산구 대방동 338-2,60,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21643000,128.70797400,2018-06-30
415-2-000080,창원노인종합복지회관 공영주차장,공영,노외,경상남도 창원시 성산구 대방동 330,경상남도 창원시 성산구 대방동 330,159,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21656900,128.70502300,2018-06-30
415-2-000079,대방체육공원 공영주차장,공영,노외,경상남도 창원시 성산구 대방동 263,경상남도 창원시 성산구 대방동 263,47,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21666700,128.71071400,2018-06-30
415-2-000078,상남동 토월천사거리 공영주차장,공영,노외,경상남도 창원시 성산구 상남동 502-1,경상남도 창원시 성산구 상남동 502-1,36,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21709400,128.68084100,2018-06-30
415-2-000077,상남동 93-2 임시 공영주차장,공영,노외,경상남도 창원시 성산구 상남동 93-2,경상남도 창원시 성산구 상남동 93-2,20,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21702100,128.68482000,2018-06-30
415-2-000076,상남동 94-2 임시 공영주차장,공영,노외,경상남도 창원시 성산구 상남동 94-2,경상남도 창원시 성산구 상남동 94-2,53,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21725000,128.68446300,2018-06-30
415-2-000075,상남동 58-2 임시 공영주차장,공영,노외,경상남도 창원시 성산구 상남동 58-2,경상남도 창원시 성산구 상남동 58-2,11,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21644300,128.68340400,2018-06-30
415-2-000074,중앙여고옆 임시 공영주차장,공영,노외,경상남도 창원시 성산구 상남동 45-5,경상남도 창원시 성산구 상남동 45-5,26,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21407000,128.69283600,2018-06-30
415-2-000073,대상공원(외동배수지 앞) 공영주차장,공영,노외,경상남도 창원시 성산구 내동 628,경상남도 창원시 성산구 내동 628,35,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21873500,128.66141300,2018-06-30
415-2-000072,"중앙동 3-2,3 임시 공영주차장",공영,노외,경상남도 창원시 성산구 중앙동 3-2,경상남도 창원시 성산구 중앙동 3-2,20,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.23026800,128.67478100,2018-06-30
415-2-000071,중앙동 155-6 임시 공영주차장,공영,노외,경상남도 창원시 성산구 중앙동 155-6,경상남도 창원시 성산구 중앙동 155-6,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21979200,128.67322300,2018-06-30
415-2-000070,중앙동 2-6 임시 공영주차장,공영,노외,경상남도 창원시 성산구 중앙동 2-6,경상남도 창원시 성산구 중앙동 2-6,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.23097300,128.67357700,2018-06-30
415-2-000069,중앙체육공원 공영주차장,공영,노외,경상남도 창원시 성산구 상남동 68,경상남도 창원시 성산구 상남동 68,44,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21628400,128.67526100,2018-06-30
415-2-000068,중앙동 157-1 공영주차장,공영,노외,경상남도 창원시 성산구 중앙동 157-1,경상남도 창원시 성산구 중앙동 157-1,5,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21972800,128.67186300,2018-06-30
415-2-000067,중앙동 156-1 공영주차장,공영,노외,경상남도 창원시 성산구 중앙동 156-1,경상남도 창원시 성산구 중앙동 156-1,6,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21992800,128.67246000,2018-06-30
415-2-000066,중앙동 153-1 공영주차장,공영,노외,경상남도 창원시 성산구 중앙동 153-1,경상남도 창원시 성산구 중앙동 153-1,15,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.22076800,128.67336400,2018-06-30
415-2-000065,중앙동주민센터옆 공영주차장,공영,노외,경상남도 창원시 성산구 용지로21번길,경상남도 창원시 성산구 중앙동 150-2,8,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.22124000,128.67340200,2018-06-30
415-2-000064,중앙동 82-5 임시 공영주차장,공영,노외,경상남도 창원시 성산구 중앙동 119,경상남도 창원시 성산구 중앙동 119,72,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.22388700,128.67632000,2018-06-30
415-2-000063,중앙동 102-3  차량 견인보관소,공영,노외,경상남도 창원시 성산구 중앙대로21번길,경상남도 창원시 성산구 중앙동 102-3,64,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.21925300,128.67396100,2018-06-30
415-2-000062,중앙동 86-6 임시 공영주차장,공영,노외,경상남도 창원시 성산구 용지로121번길,경상남도 창원시 성산구 중앙동 86-6,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창원시청,055-272-4431,35.22621800,128.67891200,2018-06-30
